enterprise_id,enterprise_name,county,sub_county,ward,value_chain,ownership_category,employees,registration_status,year_established,capacity_score,support_need,latitude,longitude
338,Nakuru Plastics Recyclers 338,Nakuru,Rongai,Rongai,Plastics and Packaging,General/Other,12,Registered,2021,5,Market linkages,-0.349963,36.092435
339,Nakuru EcoBrick Works 339,Nakuru,Molo,Molo,Circular Construction Materials,Women-owned,5,Registered,2015,2,Equipment/machinery,-0.24698,36.210908
340,Nakuru Reclaimed Materials 340,Nakuru,Molo,Molo,Circular Construction Materials,Women-owned,3,Not Registered,2017,1,Equipment/machinery,-0.212965,36.13326
341,Nakuru Fabric Reclaim 341,Nakuru,Naivasha East,Naivasha East,Textiles,PWD-owned,3,Not Registered,2019,2,Certification/standards,-0.440297,35.953511
342,Nakuru Compost Works 342,Nakuru,Nakuru East,Nakuru East,Organic Waste,Women-owned,10,Not Registered,2015,3,Business registration support,-0.33667,36.049206
343,Nakuru Reclaimed Materials 343,Nakuru,Molo,Molo,Circular Construction Materials,Youth-owned,15,Not Registered,2016,5,Business registration support,-0.218594,35.963756
344,Nakuru EcoPack 344,Nakuru,Nakuru East,Nakuru East,Plastics and Packaging,General/Other,8,Registered,2024,4,Technical training,-0.217376,36.190243
345,Nakuru EcoBrick Works 345,Nakuru,Nakuru East,Nakuru East,Circular Construction Materials,Women-owned,8,Not Registered,2020,4,Access to finance,-0.40144,36.050892
346,Nakuru Textile Upcyclers 346,Nakuru,Rongai,Rongai,Textiles,Women-owned,5,Registered,2022,3,Technical training,-0.310535,36.010575
347,Nakuru Packaging Solutions 347,Nakuru,Naivasha East,Naivasha East,Plastics and Packaging,General/Other,25,Registered,2025,3,Technical training,-0.362956,36.153117
348,Nakuru Packaging Solutions 348,Nakuru,Bahati,Bahati,Plastics and Packaging,PWD-owned,1,Registered,2017,5,Technical training,-0.389683,36.177191
349,Nakuru PET Collectors 349,Nakuru,Rongai,Rongai,Plastics and Packaging,General/Other,3,Registered,2018,5,Access to finance,-0.301061,35.970695
350,Nakuru Packaging Solutions 350,Nakuru,Nakuru East,Nakuru East,Plastics and Packaging,PWD-owned,10,Registered,2025,3,Technical training,-0.316165,36.205409
351,Nakuru Plastics Recyclers 351,Nakuru,Naivasha East,Naivasha East,Plastics and Packaging,Youth-owned,12,Registered,2017,4,Business registration support,-0.34136,36.108213
352,Nakuru Compost Works 352,Nakuru,Njoro,Njoro,Organic Waste,General/Other,20,Registered,2018,2,Market linkages,-0.444865,35.944895
353,Nakuru Black Soldier Fly Farm 353,Nakuru,Molo,Molo,Organic Waste,General/Other,3,Registered,2024,1,Equipment/machinery,-0.447084,36.164091
354,Nakuru Packaging Solutions 354,Nakuru,Njoro,Njoro,Plastics and Packaging,PWD-owned,8,Not Registered,2022,3,Equipment/machinery,-0.270597,36.212901
355,Nakuru Organic Waste Solutions 355,Nakuru,Bahati,Bahati,Organic Waste,Women-owned,1,Registered,2025,5,Access to finance,-0.362456,36.086191
356,Nakuru Green Compost Co 356,Nakuru,Rongai,Rongai,Organic Waste,PWD-owned,6,Not Registered,2025,4,Access to finance,-0.274968,36.014803
357,Nakuru BioWaste Traders 357,Nakuru,Njoro,Njoro,Organic Waste,Women-owned,12,Not Registered,2015,2,Market linkages,-0.256264,36.215656
358,Nakuru EcoBrick Works 358,Nakuru,Rongai,Rongai,Circular Construction Materials,Youth-owned,5,Not Registered,2021,4,Technical training,-0.357224,35.971979
359,Nakuru E-Waste Recyclers 359,Nakuru,Molo,Molo,Electrical and Electronic Waste (E-waste),Youth-owned,12,Registered,2022,2,Certification/standards,-0.240679,36.101613
360,Nakuru Green Compost Co 360,Nakuru,Njoro,Njoro,Organic Waste,General/Other,2,Registered,2019,2,Technical training,-0.199474,36.182192
361,Nakuru Green Building Materials 361,Nakuru,Rongai,Rongai,Circular Construction Materials,Youth-owned,5,Registered,2020,2,Certification/standards,-0.183223,36.12633
362,Nakuru BioWaste Traders 362,Nakuru,Molo,Molo,Organic Waste,Women-owned,15,Registered,2018,5,Business registration support,-0.364885,36.185364
363,Nakuru Recycled Blocks Co 363,Nakuru,Rongai,Rongai,Circular Construction Materials,Youth-owned,4,Registered,2024,2,Market linkages,-0.338599,36.019507
364,Nakuru Circuit Reclaim 364,Nakuru,Njoro,Njoro,Electrical and Electronic Waste (E-waste),Youth-owned,3,Registered,2015,3,Certification/standards,-0.194382,35.984107
365,Machakos Repurposed Plastics Co 365,Machakos,Mavoko,Mavoko,Plastics and Packaging,Women-owned,2,Registered,2021,2,Equipment/machinery,-1.604885,37.345463
366,Machakos Electro Recovery 366,Machakos,Kangundo,Kangundo,Electrical and Electronic Waste (E-waste),Youth-owned,6,Not Registered,2020,2,Certification/standards,-1.378102,37.228395
367,Machakos Green Building Materials 367,Machakos,Machakos Town,Machakos Town,Circular Construction Materials,Youth-owned,3,Registered,2023,3,Technical training,-1.464676,37.301406
368,Machakos Construction Waste Reuse 368,Machakos,Athi River,Athi River,Circular Construction Materials,General/Other,12,Registered,2020,4,Certification/standards,-1.648114,37.127116
369,Machakos Circuit Reclaim 369,Machakos,Mavoko,Mavoko,Electrical and Electronic Waste (E-waste),General/Other,1,Registered,2017,2,Equipment/machinery,-1.368858,37.260454
370,Machakos Textile Upcyclers 370,Machakos,Matungulu,Matungulu,Textiles,PWD-owned,20,Registered,2023,1,Equipment/machinery,-1.51631,37.150349
371,Machakos Recycled Blocks Co 371,Machakos,Matungulu,Matungulu,Circular Construction Materials,Women-owned,25,Registered,2022,1,Access to finance,-1.369296,37.311991
372,Machakos E-Waste Recyclers 372,Machakos,Matungulu,Matungulu,Electrical and Electronic Waste (E-waste),Youth-owned,8,Registered,2025,1,Technical training,-1.591879,37.32396
373,Machakos Construction Waste Reuse 373,Machakos,Matungulu,Matungulu,Circular Construction Materials,General/Other,25,Registered,2019,1,Business registration support,-1.48601,37.154549
374,Machakos Plastics Recyclers 374,Machakos,Kangundo,Kangundo,Plastics and Packaging,Youth-owned,6,Not Registered,2019,5,Market linkages,-1.608106,37.173325
375,Machakos Textile Upcyclers 375,Machakos,Matungulu,Matungulu,Textiles,General/Other,1,Registered,2016,3,Market linkages,-1.518794,37.175708
376,Machakos EcoPack 376,Machakos,Kangundo,Kangundo,Plastics and Packaging,Women-owned,20,Registered,2019,1,Technical training,-1.622957,37.140425
377,Machakos Black Soldier Fly Farm 377,Machakos,Machakos Town,Machakos Town,Organic Waste,Youth-owned,20,Registered,2016,3,Technical training,-1.637757,37.165811
378,Machakos Plastics Recyclers 378,Machakos,Machakos Town,Machakos Town,Plastics and Packaging,Youth-owned,15,Registered,2016,3,Equipment/machinery,-1.4121,37.312407
379,Machakos BioWaste Traders 379,Machakos,Athi River,Athi River,Organic Waste,Women-owned,10,Not Registered,2025,4,Certification/standards,-1.63355,37.233475
380,Machakos Textile Upcyclers 380,Machakos,Athi River,Athi River,Textiles,General/Other,8,Not Registered,2022,2,Access to finance,-1.458849,37.130994
381,Machakos EcoBrick Works 381,Machakos,Athi River,Athi River,Circular Construction Materials,Women-owned,10,Registered,2021,2,Equipment/machinery,-1.484303,37.347149
382,Machakos E-Waste Recyclers 382,Machakos,Machakos Town,Machakos Town,Electrical and Electronic Waste (E-waste),PWD-owned,15,Not Registered,2018,5,Certification/standards,-1.589216,37.207671
383,Machakos Green Compost Co 383,Machakos,Matungulu,Matungulu,Organic Waste,Women-owned,6,Registered,2025,2,Equipment/machinery,-1.461228,37.298872
384,Machakos Circuit Reclaim 384,Machakos,Matungulu,Matungulu,Electrical and Electronic Waste (E-waste),Youth-owned,10,Not Registered,2017,2,Business registration support,-1.400081,37.297274
385,Machakos Repurposed Plastics Co 385,Machakos,Mavoko,Mavoko,Plastics and Packaging,Youth-owned,20,Registered,2018,2,Business registration support,-1.595432,37.404444
386,Machakos Repurposed Plastics Co 386,Machakos,Kangundo,Kangundo,Plastics and Packaging,General/Other,2,Not Registered,2025,4,Technical training,-1.427322,37.24783
387,Machakos Plastics Recyclers 387,Machakos,Kangundo,Kangundo,Plastics and Packaging,Youth-owned,15,Registered,2023,1,Business registration support,-1.543998,37.280539
388,Machakos Green Building Materials 388,Machakos,Kangundo,Kangundo,Circular Construction Materials,Youth-owned,6,Registered,2024,2,Equipment/machinery,-1.382593,37.222403
389,Machakos EcoBrick Works 389,Machakos,Mavoko,Mavoko,Circular Construction Materials,General/Other,6,Registered,2025,2,Access to finance,-1.452926,37.147607
390,Machakos Green Compost Co 390,Machakos,Matungulu,Matungulu,Organic Waste,General/Other,25,Not Registered,2021,4,Market linkages,-1.555533,37.145297
391,Machakos PET Collectors 391,Machakos,Matungulu,Matungulu,Plastics and Packaging,General/Other,4,Not Registered,2016,2,Equipment/machinery,-1.608924,37.149624
392,Machakos E-Waste Recyclers 392,Machakos,Matungulu,Matungulu,Electrical and Electronic Waste (E-waste),Women-owned,3,Not Registered,2015,5,Business registration support,-1.630734,37.380926
393,Machakos Recycled Blocks Co 393,Machakos,Matungulu,Matungulu,Circular Construction Materials,Women-owned,25,Registered,2017,5,Market linkages,-1.387108,37.365045
394,Machakos Repurposed Plastics Co 394,Machakos,Matungulu,Matungulu,Plastics and Packaging,General/Other,25,Not Registered,2019,4,Business registration support,-1.485852,37.209953
395,Machakos TechWaste Solutions 395,Machakos,Mavoko,Mavoko,Electrical and Electronic Waste (E-waste),Women-owned,25,Registered,2020,5,Technical training,-1.531846,37.153412
396,Machakos Green Building Materials 396,Machakos,Athi River,Athi River,Circular Construction Materials,PWD-owned,20,Not Registered,2017,2,Certification/standards,-1.604786,37.327715
397,Machakos Reclaimed Materials 397,Machakos,Mavoko,Mavoko,Circular Construction Materials,Women-owned,20,Not Registered,2025,5,Business registration support,-1.454594,37.341633
398,Machakos Construction Waste Reuse 398,Machakos,Kangundo,Kangundo,Circular Construction Materials,Youth-owned,20,Registered,2019,2,Access to finance,-1.425209,37.270219
399,Machakos Thrift & Mend 399,Machakos,Mavoko,Mavoko,Textiles,General/Other,1,Registered,2022,2,Business registration support,-1.623771,37.13201
400,Machakos EcoPack 400,Machakos,Matungulu,Matungulu,Plastics and Packaging,Women-owned,25,Registered,2025,2,Business registration support,-1.408248,37.336124
401,Machakos Repurposed Plastics Co 401,Machakos,Kangundo,Kangundo,Plastics and Packaging,PWD-owned,1,Not Registered,2018,5,Access to finance,-1.54273,37.349833
402,Machakos EcoBrick Works 402,Machakos,Athi River,Athi River,Circular Construction Materials,Women-owned,25,Registered,2018,5,Business registration support,-1.394254,37.324789
403,Machakos Black Soldier Fly Farm 403,Machakos,Athi River,Athi River,Organic Waste,General/Other,8,Registered,2019,5,Access to finance,-1.372664,37.135741
404,Machakos Construction Waste Reuse 404,Machakos,Athi River,Athi River,Circular Construction Materials,Youth-owned,3,Registered,2020,4,Certification/standards,-1.619421,37.367204
405,Machakos Recycled Blocks Co 405,Machakos,Matungulu,Matungulu,Circular Construction Materials,General/Other,2,Not Registered,2020,5,Technical training,-1.414758,37.203746
406,Machakos Green Building Materials 406,Machakos,Athi River,Athi River,Circular Construction Materials,Youth-owned,8,Registered,2018,5,Business registration support,-1.511518,37.349277
407,Machakos Thrift & Mend 407,Machakos,Mavoko,Mavoko,Textiles,General/Other,12,Not Registered,2025,5,Equipment/machinery,-1.559461,37.178934
408,Machakos Plastics Recyclers 408,Machakos,Mavoko,Mavoko,Plastics and Packaging,Women-owned,1,Not Registered,2020,5,Market linkages,-1.534,37.384749
409,Machakos E-Waste Recyclers 409,Machakos,Kangundo,Kangundo,Electrical and Electronic Waste (E-waste),Youth-owned,12,Not Registered,2022,5,Technical training,-1.590723,37.330593
410,Machakos E-Waste Recyclers 410,Machakos,Mavoko,Mavoko,Electrical and Electronic Waste (E-waste),Women-owned,12,Registered,2025,1,Market linkages,-1.398216,37.171154
411,Machakos Packaging Solutions 411,Machakos,Athi River,Athi River,Plastics and Packaging,Youth-owned,25,Not Registered,2025,5,Certification/standards,-1.408215,37.240663
412,Machakos Packaging Solutions 412,Machakos,Machakos Town,Machakos Town,Plastics and Packaging,Youth-owned,5,Registered,2024,1,Market linkages,-1.529932,37.212915
413,Machakos Thrift & Mend 413,Machakos,Kangundo,Kangundo,Textiles,Women-owned,20,Registered,2015,1,Equipment/machinery,-1.55129,37.302465
414,Machakos Recycled Blocks Co 414,Machakos,Matungulu,Matungulu,Circular Construction Materials,Women-owned,5,Not Registered,2019,5,Access to finance,-1.654045,37.367875
415,Machakos Recycled Blocks Co 415,Machakos,Mavoko,Mavoko,Circular Construction Materials,Women-owned,3,Registered,2017,1,Equipment/machinery,-1.438118,37.244703
416,Machakos E-Waste Hub 416,Machakos,Mavoko,Mavoko,Electrical and Electronic Waste (E-waste),PWD-owned,12,Not Registered,2017,3,Access to finance,-1.37966,37.156623
417,Machakos Plastics Recyclers 417,Machakos,Machakos Town,Machakos Town,Plastics and Packaging,Women-owned,4,Not Registered,2020,1,Technical training,-1.495884,37.231625
418,Machakos Kitenge Revival 418,Machakos,Matungulu,Matungulu,Textiles,Women-owned,2,Registered,2024,3,Market linkages,-1.624963,37.168598
419,Machakos EcoPack 419,Machakos,Kangundo,Kangundo,Plastics and Packaging,PWD-owned,4,Not Registered,2022,3,Access to finance,-1.474298,37.135343
420,Machakos BioWaste Traders 420,Machakos,Athi River,Athi River,Organic Waste,Youth-owned,6,Registered,2020,1,Market linkages,-1.466311,37.18376
421,Machakos Construction Waste Reuse 421,Machakos,Matungulu,Matungulu,Circular Construction Materials,General/Other,1,Registered,2018,4,Market linkages,-1.621982,37.283459
422,Machakos TechWaste Solutions 422,Machakos,Mavoko,Mavoko,Electrical and Electronic Waste (E-waste),General/Other,6,Not Registered,2022,4,Equipment/machinery,-1.627408,37.333292
423,Machakos Recycled Blocks Co 423,Machakos,Athi River,Athi River,Circular Construction Materials,Youth-owned,4,Registered,2025,2,Business registration support,-1.474035,37.137992
424,Machakos Plastics Recyclers 424,Machakos,Machakos Town,Machakos Town,Plastics and Packaging,General/Other,15,Registered,2015,5,Equipment/machinery,-1.412824,37.302888
425,Machakos Construction Waste Reuse 425,Machakos,Matungulu,Matungulu,Circular Construction Materials,Women-owned,8,Registered,2024,2,Technical training,-1.399504,37.275303
426,Machakos Organic Waste Solutions 426,Machakos,Kangundo,Kangundo,Organic Waste,Women-owned,4,Not Registered,2024,1,Certification/standards,-1.517363,37.140566
427,Machakos Textile Waste Hub 427,Machakos,Athi River,Athi River,Textiles,General/Other,25,Registered,2020,2,Certification/standards,-1.533834,37.167144
428,Machakos Packaging Solutions 428,Machakos,Kangundo,Kangundo,Plastics and Packaging,Youth-owned,6,Registered,2022,2,Business registration support,-1.598175,37.192707
429,Machakos Plastics Recyclers 429,Machakos,Mavoko,Mavoko,Plastics and Packaging,Women-owned,5,Registered,2024,3,Certification/standards,-1.636732,37.403932
430,Machakos Kitenge Revival 430,Machakos,Kangundo,Kangundo,Textiles,General/Other,8,Not Registered,2018,5,Technical training,-1.558111,37.309401
431,Machakos EcoBrick Works 431,Machakos,Mavoko,Mavoko,Circular Construction Materials,General/Other,12,Not Registered,2022,5,Access to finance,-1.422529,37.21691
432,Machakos Fabric Reclaim 432,Machakos,Machakos Town,Machakos Town,Textiles,Youth-owned,15,Not Registered,2016,2,Technical training,-1.513338,37.197643
433,Machakos Kitenge Revival 433,Machakos,Mavoko,Mavoko,Textiles,Women-owned,3,Registered,2021,2,Business registration support,-1.451623,37.257855
434,Machakos Packaging Solutions 434,Machakos,Machakos Town,Machakos Town,Plastics and Packaging,Youth-owned,15,Registered,2017,5,Access to finance,-1.629334,37.291104
435,Machakos Organic Waste Solutions 435,Machakos,Matungulu,Matungulu,Organic Waste,Women-owned,25,Registered,2019,1,Certification/standards,-1.380228,37.293207
436,Machakos Packaging Solutions 436,Machakos,Kangundo,Kangundo,Plastics and Packaging,Women-owned,15,Registered,2024,2,Equipment/machinery,-1.485742,37.254824
437,Machakos Textile Waste Hub 437,Machakos,Matungulu,Matungulu,Textiles,Women-owned,15,Registered,2021,4,Business registration support,-1.588344,37.330656
438,Machakos Circuit Reclaim 438,Machakos,Machakos Town,Machakos Town,Electrical and Electronic Waste (E-waste),General/Other,15,Registered,2022,4,Market linkages,-1.662731,37.270213
439,Machakos Reclaimed Materials 439,Machakos,Machakos Town,Machakos Town,Circular Construction Materials,General/Other,20,Registered,2024,1,Equipment/machinery,-1.404374,37.272829
440,Machakos Recycled Blocks Co 440,Machakos,Kangundo,Kangundo,Circular Construction Materials,Youth-owned,4,Not Registered,2022,5,Equipment/machinery,-1.511087,37.224513
441,Machakos TechWaste Solutions 441,Machakos,Matungulu,Matungulu,Electrical and Electronic Waste (E-waste),General/Other,8,Registered,2022,5,Access to finance,-1.426314,37.385758
442,Machakos Textile Upcyclers 442,Machakos,Mavoko,Mavoko,Textiles,Youth-owned,25,Not Registered,2024,1,Certification/standards,-1.488212,37.276519
443,Machakos Recycled Blocks Co 443,Machakos,Matungulu,Matungulu,Circular Construction Materials,PWD-owned,6,Registered,2021,3,Equipment/machinery,-1.665542,37.309764
444,Machakos Construction Waste Reuse 444,Machakos,Mavoko,Mavoko,Circular Construction Materials,Women-owned,8,Not Registered,2021,3,Certification/standards,-1.411207,37.240468
445,Machakos Reclaimed Materials 445,Machakos,Kangundo,Kangundo,Circular Construction Materials,Women-owned,6,Not Registered,2021,3,Business registration support,-1.614084,37.281128
446,Machakos Textile Upcyclers 446,Machakos,Athi River,Athi River,Textiles,Youth-owned,8,Not Registered,2023,2,Business registration support,-1.533722,37.323193
447,Machakos Recycled Blocks Co 447,Machakos,Athi River,Athi River,Circular Construction Materials,General/Other,15,Registered,2016,2,Equipment/machinery,-1.550969,37.304163
448,Machakos Organic Waste Solutions 448,Machakos,Mavoko,Mavoko,Organic Waste,Women-owned,20,Registered,2024,4,Business registration support,-1.643688,37.124727
449,Machakos Packaging Solutions 449,Machakos,Kangundo,Kangundo,Plastics and Packaging,Women-owned,4,Registered,2024,5,Technical training,-1.536008,37.173912
450,Machakos Reclaimed Materials 450,Machakos,Athi River,Athi River,Circular Construction Materials,Women-owned,2,Not Registered,2021,1,Market linkages,-1.483143,37.315607
451,Machakos Black Soldier Fly Farm 451,Machakos,Kangundo,Kangundo,Organic Waste,PWD-owned,12,Registered,2023,1,Access to finance,-1.491876,37.268723
452,Machakos Construction Waste Reuse 452,Machakos,Mavoko,Mavoko,Circular Construction Materials,Women-owned,8,Registered,2019,2,Equipment/machinery,-1.378714,37.196352
453,Machakos Kitenge Revival 453,Machakos,Matungulu,Matungulu,Textiles,Youth-owned,5,Not Registered,2024,1,Business registration support,-1.635761,37.135116
454,Machakos Black Soldier Fly Farm 454,Machakos,Kangundo,Kangundo,Organic Waste,General/Other,10,Not Registered,2015,4,Certification/standards,-1.498749,37.34439
455,Machakos E-Waste Recyclers 455,Machakos,Mavoko,Mavoko,Electrical and Electronic Waste (E-waste),General/Other,8,Not Registered,2023,2,Technical training,-1.647434,37.303499
456,Makueni Recycled Blocks Co 456,Makueni,Mtito Andei,Mtito Andei,Circular Construction Materials,PWD-owned,12,Not Registered,2022,3,Access to finance,-1.894527,37.473383
457,Makueni BioWaste Traders 457,Makueni,Kibwezi East,Kibwezi East,Organic Waste,General/Other,25,Registered,2018,2,Equipment/machinery,-1.661946,37.536767
458,Makueni Organic Waste Solutions 458,Makueni,Kibwezi East,Kibwezi East,Organic Waste,Women-owned,2,Not Registered,2025,2,Access to finance,-1.910904,37.52979
459,Makueni E-Waste Hub 459,Makueni,Wote,Wote,Electrical and Electronic Waste (E-waste),Youth-owned,15,Registered,2024,4,Technical training,-1.708772,37.634831
460,Makueni Black Soldier Fly Farm 460,Makueni,Kibwezi East,Kibwezi East,Organic Waste,Youth-owned,3,Registered,2021,2,Business registration support,-1.629518,37.769662
461,Makueni E-Waste Hub 461,Makueni,Wote,Wote,Electrical and Electronic Waste (E-waste),PWD-owned,2,Not Registered,2022,2,Equipment/machinery,-1.803009,37.581638
462,Makueni Compost Works 462,Makueni,Wote,Wote,Organic Waste,Youth-owned,5,Registered,2019,3,Business registration support,-1.741223,37.576494
463,Makueni Thrift & Mend 463,Makueni,Kilungu,Kilungu,Textiles,Youth-owned,8,Not Registered,2020,4,Market linkages,-1.63883,37.563415
464,Makueni Black Soldier Fly Farm 464,Makueni,Mtito Andei,Mtito Andei,Organic Waste,General/Other,25,Registered,2018,2,Access to finance,-1.821638,37.645607
465,Makueni EcoBrick Works 465,Makueni,Kilungu,Kilungu,Circular Construction Materials,PWD-owned,3,Registered,2017,4,Access to finance,-1.913317,37.727913
466,Makueni Reclaimed Materials 466,Makueni,Mtito Andei,Mtito Andei,Circular Construction Materials,Women-owned,8,Registered,2017,5,Access to finance,-1.70118,37.547912
467,Makueni Packaging Solutions 467,Makueni,Mtito Andei,Mtito Andei,Plastics and Packaging,Women-owned,6,Registered,2023,3,Technical training,-1.812346,37.66665
468,Makueni BioWaste Traders 468,Makueni,Wote,Wote,Organic Waste,PWD-owned,15,Registered,2025,5,Market linkages,-1.835666,37.566293
469,Makueni Green Building Materials 469,Makueni,Mtito Andei,Mtito Andei,Circular Construction Materials,Women-owned,8,Registered,2022,4,Access to finance,-1.856061,37.682249
470,Makueni Fabric Reclaim 470,Makueni,Mtito Andei,Mtito Andei,Textiles,Women-owned,3,Registered,2020,1,Access to finance,-1.832046,37.660332
471,Makueni BioWaste Traders 471,Makueni,Mtito Andei,Mtito Andei,Organic Waste,General/Other,15,Registered,2022,3,Certification/standards,-1.765961,37.582264
472,Makueni Circuit Reclaim 472,Makueni,Kibwezi East,Kibwezi East,Electrical and Electronic Waste (E-waste),Youth-owned,25,Not Registered,2018,3,Certification/standards,-1.676384,37.484914
473,Makueni Kitenge Revival 473,Makueni,Wote,Wote,Textiles,Women-owned,8,Registered,2016,1,Access to finance,-1.949501,37.777146
474,Makueni PET Collectors 474,Makueni,Kaiti,Kaiti,Plastics and Packaging,General/Other,4,Not Registered,2022,3,Market linkages,-1.928001,37.67564
475,Makueni Fabric Reclaim 475,Makueni,Kaiti,Kaiti,Textiles,PWD-owned,10,Not Registered,2023,3,Equipment/machinery,-1.682034,37.450186
476,Makueni Green Compost Co 476,Makueni,Kilungu,Kilungu,Organic Waste,Women-owned,10,Registered,2025,5,Business registration support,-1.935259,37.781355
477,Makueni EcoBrick Works 477,Makueni,Kaiti,Kaiti,Circular Construction Materials,General/Other,4,Not Registered,2022,4,Business registration support,-1.753577,37.632062
478,Makueni BioWaste Traders 478,Makueni,Kilungu,Kilungu,Organic Waste,Youth-owned,5,Registered,2015,2,Technical training,-1.890369,37.549186
479,Makueni Electro Recovery 479,Makueni,Mtito Andei,Mtito Andei,Electrical and Electronic Waste (E-waste),Youth-owned,12,Registered,2021,2,Access to finance,-1.980612,37.594857
480,Makueni EcoBrick Works 480,Makueni,Kilungu,Kilungu,Circular Construction Materials,Women-owned,5,Registered,2025,4,Market linkages,-1.893937,37.697278
481,Makueni Textile Waste Hub 481,Makueni,Kaiti,Kaiti,Textiles,Youth-owned,8,Registered,2016,5,Technical training,-1.693173,37.686371
482,Makueni Fabric Reclaim 482,Makueni,Mtito Andei,Mtito Andei,Textiles,Women-owned,4,Registered,2017,5,Equipment/machinery,-1.944172,37.603823
483,Makueni EcoPack 483,Makueni,Wote,Wote,Plastics and Packaging,Youth-owned,1,Registered,2017,4,Certification/standards,-1.916962,37.476718
484,Makueni Repurposed Plastics Co 484,Makueni,Kibwezi East,Kibwezi East,Plastics and Packaging,General/Other,25,Not Registered,2020,3,Equipment/machinery,-1.860811,37.552068
485,Makueni Packaging Solutions 485,Makueni,Wote,Wote,Plastics and Packaging,Women-owned,5,Not Registered,2015,2,Market linkages,-1.887959,37.581172
486,Makueni Packaging Solutions 486,Makueni,Kilungu,Kilungu,Plastics and Packaging,PWD-owned,10,Not Registered,2016,1,Market linkages,-1.706259,37.599366
487,Makueni Green Building Materials 487,Makueni,Kilungu,Kilungu,Circular Construction Materials,General/Other,25,Registered,2023,2,Certification/standards,-1.843816,37.785937
488,Makueni Recycled Blocks Co 488,Makueni,Mtito Andei,Mtito Andei,Circular Construction Materials,Women-owned,4,Not Registered,2018,1,Certification/standards,-1.810657,37.547473
489,Makueni TechWaste Solutions 489,Makueni,Wote,Wote,Electrical and Electronic Waste (E-waste),Youth-owned,1,Registered,2022,2,Access to finance,-1.92365,37.539296
490,Makueni Green Building Materials 490,Makueni,Mtito Andei,Mtito Andei,Circular Construction Materials,Women-owned,20,Registered,2020,5,Technical training,-1.706413,37.52944
491,Makueni Textile Waste Hub 491,Makueni,Wote,Wote,Textiles,General/Other,25,Registered,2021,3,Equipment/machinery,-1.938602,37.523663
492,Makueni Organic Waste Solutions 492,Makueni,Mtito Andei,Mtito Andei,Organic Waste,Women-owned,25,Registered,2024,3,Business registration support,-1.660381,37.614609
493,Makueni Textile Waste Hub 493,Makueni,Mtito Andei,Mtito Andei,Textiles,General/Other,3,Registered,2017,5,Business registration support,-1.867375,37.608522
494,Makueni TechWaste Solutions 494,Makueni,Mtito Andei,Mtito Andei,Electrical and Electronic Waste (E-waste),General/Other,25,Registered,2015,5,Equipment/machinery,-1.788922,37.603368
495,Makueni Construction Waste Reuse 495,Makueni,Kaiti,Kaiti,Circular Construction Materials,Women-owned,4,Registered,2022,5,Equipment/machinery,-1.897937,37.699461
496,Makueni Green Building Materials 496,Makueni,Kaiti,Kaiti,Circular Construction Materials,Women-owned,20,Registered,2017,1,Business registration support,-1.881974,37.58743
497,Makueni Textile Upcyclers 497,Makueni,Kibwezi East,Kibwezi East,Textiles,Youth-owned,10,Registered,2024,4,Certification/standards,-1.94536,37.508882
498,Makueni Compost Works 498,Makueni,Mtito Andei,Mtito Andei,Organic Waste,Youth-owned,10,Not Registered,2016,2,Certification/standards,-1.90444,37.698324
499,Makueni E-Waste Recyclers 499,Makueni,Mtito Andei,Mtito Andei,Electrical and Electronic Waste (E-waste),Women-owned,1,Not Registered,2019,3,Certification/standards,-1.783013,37.777668
500,Makueni Recycled Blocks Co 500,Makueni,Wote,Wote,Circular Construction Materials,Youth-owned,2,Not Registered,2023,5,Access to finance,-1.683496,37.467957
501,Makueni Circuit Reclaim 501,Makueni,Kibwezi East,Kibwezi East,Electrical and Electronic Waste (E-waste),Women-owned,25,Registered,2016,2,Business registration support,-1.794471,37.529455
502,Makueni Construction Waste Reuse 502,Makueni,Kilungu,Kilungu,Circular Construction Materials,Youth-owned,8,Registered,2025,2,Business registration support,-1.730982,37.593647
503,Makueni Textile Waste Hub 503,Makueni,Kaiti,Kaiti,Textiles,Youth-owned,8,Not Registered,2021,3,Technical training,-1.824416,37.566737
504,Makueni Green Compost Co 504,Makueni,Kibwezi East,Kibwezi East,Organic Waste,General/Other,10,Registered,2021,3,Technical training,-1.781168,37.516914
505,Makueni Plastics Recyclers 505,Makueni,Mtito Andei,Mtito Andei,Plastics and Packaging,General/Other,5,Not Registered,2018,3,Access to finance,-1.769425,37.626239
506,Makueni Compost Works 506,Makueni,Mtito Andei,Mtito Andei,Organic Waste,Women-owned,2,Registered,2020,5,Market linkages,-1.65302,37.623958
507,Makueni Fabric Reclaim 507,Makueni,Mtito Andei,Mtito Andei,Textiles,Youth-owned,15,Registered,2018,3,Access to finance,-1.85175,37.649476
508,Makueni PET Collectors 508,Makueni,Kilungu,Kilungu,Plastics and Packaging,PWD-owned,15,Registered,2015,5,Access to finance,-1.921655,37.737154
509,Makueni EcoBrick Works 509,Makueni,Wote,Wote,Circular Construction Materials,Women-owned,2,Not Registered,2018,4,Equipment/machinery,-1.703056,37.771774
510,Makueni Recycled Blocks Co 510,Makueni,Kilungu,Kilungu,Circular Construction Materials,Youth-owned,6,Registered,2018,5,Market linkages,-1.964414,37.628678
